Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,agriculture,animal husbandry
Ethnographic Atlas,Masa,Ai9,xd383,Masa (Ai9),10,16,masa1322,Masana,mcn,Afro-Asiatic,5,1
Ethnographic Atlas,Ngumba,Ae42,xd163,Ngumba (Ae42),3,11,kwas1243,Kwasio,nmg,Atlantic-Congo,5,1
Ethnographic Atlas,Chachi,Sf3,xd1376,Cayapa (Sf3),1,-79,chac1249,Cha'palaa,cbi,Barbacoan,5,1
Ethnographic Atlas,Nsungli,Ae57,xd179,Nsungli (Ae57),6,11,limb1268,Limbum,lmp,Atlantic-Congo,8,1
Ethnographic Atlas,Tahltan,Na27,xd1043,Tahltan (Na27),58,-131,tahl1239,Tahltan,tht,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Chaambra,Cc16,xd494,Chaambra (Cc16),32,3,algi1247,Algiers,,Afro-Asiatic,2,7
Ethnographic Atlas,Iban,Ib1,xd750,Iban (Ib1),2,112,iban1264,Iban,iba,Austronesian,6,2
Ethnographic Atlas,Buryat,Eb6,xd614,Buryat (Eb6),52,107,russ1264,Russia Buriat,bxr,Mongolic,1,7
Ethnographic Atlas,Choctaw,Ng12,xd1247,Choctaw (Ng12),33,-88,choc1276,Choctaw,cho,Muskogean,4,0
Ethnographic Atlas,Wayuu,Sb6,xd1331,Goajiro (Sb6),12,-72,wayu1243,Wayuu,guc,Arawakan,1,7
Ethnographic Atlas,Bunda,Ac21,xd46,Bunda (Ac21),-5,19,mpuo1241,Mbuun,zmp,Atlantic-Congo,7,1
Ethnographic Atlas,Ngoni,Ac9,xd75,Ngoni (Ac9),-12,33,ngon1269,Ngoni,ngo,Atlantic-Congo,6,1
Ethnographic Atlas,Eyak,Nb5,xd1102,Eyak (Nb5),60.34,-144.85,eyak1241,Eyak,eya,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Pawnee,Nf6,xd1240,Pawnee (Nf6),42,-100,pawn1254,Pawnee,paw,Caddoan,5,0
Ethnographic Atlas,Mansi,ec15,xd623,Mansi (ec15),63,62,mans1258,Northern Mansi,mns,Uralic,0,0
Ethnographic Atlas,Buye,Ac31,xd57,Buye (Ac31),-7,28,buyu1239,Buyu,byi,Atlantic-Congo,6,1
Ethnographic Atlas,Sapo,Af49,xd229,Sapo (Af49),6,-9,sapo1251,Sapo,krn,Atlantic-Congo,6,1
Ethnographic Atlas,Yurak-Samoyeds,Ec4,xd632,Yurak (Ec4),68,75,nene1249,Tundra Nenets,yrk,Uralic,0,4
Ethnographic Atlas,Ekiti,Af33,xd212,Ekiti (Af33),8,5,ekit1244,Ekiti,,Atlantic-Congo,7,1
Ethnographic Atlas,Punan,Ib9,xd758,Punan (Ib9),3,115,puna1275,Punan Bah-Biau,pna,Austronesian,7,1
Ethnographic Atlas,Carolinians,If15,xd830,Carolinians (If15),15.21,145.76,caro1242,Carolinian,cal,Austronesian,5,0
Ethnographic Atlas,Ndob,Ae55,xd177,Ndob (Ae55),6,10,band1349,Bandobo,,Atlantic-Congo,7,1
Ethnographic Atlas,Latvians,ch21,xd559,Latvians (ch21),57,24,latv1249,Latvian,lav,Indo-European,7,2
Ethnographic Atlas,Shantung,Ed10,xd639,Shantung (Ed10),37,118,mand1415,Mandarin Chinese,cmn,Sino-Tibetan,7,2
Ethnographic Atlas,Beaver,Na29,xd1045,Beaver (Na29),58,-117,beav1236,Beaver,bea,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Molima,Ig19,xd851,Molima (Ig19),-10,151,moli1248,Molima,mox,Austronesian,6,1
Ethnographic Atlas,Laguna,Nh14,xd1264,Laguna (Nh14),35,-107,acom1246,Acoma,,Keresan,7,1
Ethnographic Atlas,Sindhi,Ea1,xd596,Sindhi (Ea1),25,68,sind1272,Sindhi,snd,Indo-European,5,3
Ethnographic Atlas,Upolu Samoans,Ii14,xd880,Upolu (Ii14),-13.94,-171.77,samo1305,Samoan,smo,Austronesian,6,1
Ethnographic Atlas,Bungi,Ne14,xd1213,Bungi (Ne14),51,-100,west1510,Western Ojibwa,ojw,Algic,0,0
Ethnographic Atlas,Mogh,Ei9,xd715,Mogh (Ei9),20.49,92.64,rakh1245,Rakhine,rki,Sino-Tibetan,6,2
Ethnographic Atlas,Muju,Ie23,xd800,Muju (Ie23),-6,141,sout2940,South Muyu,kts,Nuclear Trans New Guinea,5,2
Ethnographic Atlas,Chagga,Ad3,xd98,Chagga (Ad3),-3,37,moch1256,Mochi,old,Atlantic-Congo,6,3
Ethnographic Atlas,Burmese,Ei3,xd709,Burmese (Ei3),20,95,nucl1310,Burmese,mya,Sino-Tibetan,8,2
Ethnographic Atlas,Rangi,Ad25,xd93,Rangi (Ad25),-5,36,lang1320,Langi,lag,Atlantic-Congo,5,3
Ethnographic Atlas,Camba,Se7,xd1371,Camba (Se7),-18,-63,chiq1248,Chiquitano,cax,Chiquitano,7,1
Ethnographic Atlas,Estonians,ch16,xd553,Estonians (ch16),59,26,esto1258,Estonian,ekk,Uralic,6,3
Ethnographic Atlas,Ife,Af34,xd213,Ife (Af34),7,5,ifee1241,Ifè,ife,Atlantic-Congo,9,1
Ethnographic Atlas,Apinaye,Sj7,xd1415,Apinaye (Sj7),-6,-49,apin1244,Apinayé,apn,Nuclear-Macro-Je,5,0
Ethnographic Atlas,Chácobo,Se11,xd1364,Chacobo (Se11),-12,-67,chac1251,Chácobo,cao,Pano-Tacanan,4,0
Ethnographic Atlas,Livs,ch24,xd562,Livs (ch24),57,23,livv1244,Liv,liv,Uralic,1,1
Ethnographic Atlas,Ishigakians,Ed13,xd640,Ishigakians (Ed13),24.46,124.14,yaey1239,Yaeyama,rys,Japonic,7,1
Ethnographic Atlas,Elko Shoshoni,Nd42,xd1177,Elko Shoshoni (Nd42),41,-116,west2622,Western Shoshoni,,Uto-Aztecan,0,0
Ethnographic Atlas,Manihikians,Ij4,xd893,Manihikians (Ij4),-10.41,-160.98,raka1237,Rakahanga-Manihiki,rkh,Austronesian,5,0
Ethnographic Atlas,Byelorussians,Ch6,xd570,Byelorussians (Ch6),55,28,bela1254,Belarusian,bel,Indo-European,6,3
Ethnographic Atlas,Tohono O'odham,Ni2,xd1287,Papago (Ni2),31,-112,toho1246,Tohono O'odam,,Uto-Aztecan,5,0
Ethnographic Atlas,Ellice,Ii4,xd883,Ellice (Ii4),-7.48,178.68,tuva1244,Tuvalu,tvl,Austronesian,4,1
Ethnographic Atlas,/Xam,Aa8,xd8,Xam (Aa8),-30,23,xamm1241,/Xam,xam,Tuu,0,0
Ethnographic Atlas,Lokono,Sc10,xd1336,Locono (Sc10),5.95,-56.98,araw1276,Lokono,arw,Arawakan,5,0
Ethnographic Atlas,Tukudika,Nd47,xd1181,Tukudika (Nd47),44,-111,nort2955,Northern Shoshoni,,Uto-Aztecan,0,0
Ethnographic Atlas,Enga,Ie7,xd821,Enga (Ie7),-6,144,enga1252,Enga,enq,Nuclear Trans New Guinea,7,2
Ethnographic Atlas,Uzbek,Eb8,xd616,Uzbek (Eb8),43,60,nort2690,Northern Uzbek,uzn,Turkic,2,5
Ethnographic Atlas,Wiyot,Nb36,xd1097,Wiyot (Nb36),39.81,-123.55,wiyo1248,Wiyot,wiy,Algic,0,0
Ethnographic Atlas,Cayua,Sj10,xd1408,Cayua (Sj10),-26,-54,mbya1239,Mbyá Guaraní,gun,Tupian,5,0
Ethnographic Atlas,Chokwe,Ac12,xd36,Chokwe (Ac12),-10,21,chok1245,Chokwe,cjk,Atlantic-Congo,5,1
Ethnographic Atlas,Callinago,Sb1,xd1326,Callinago (Sb1),15.41,-61.27,tyre1237,Tyrewuju,,Cariban,4,0
Ethnographic Atlas,Terena,Sh2,xd1389,Terena (Sh2),-21,-58,tere1279,Terena-Kinikinao-Chane,ter,Arawakan,3,1
Ethnographic Atlas,Emberá,Sa4,xd1320,Choco (Sa4),8,-78,nort2972,Northern Emberá,emp,Chocoan,6,0
Ethnographic Atlas,Mbum,Ai14,xd342,Mbum (Ai14),7,14,mbum1254,Mbum,mdd,Atlantic-Congo,4,1
Ethnographic Atlas,Shuswap,Nd11,xd1143,Shuswap (Nd11),51,-120,shus1248,Shuswap,shs,Salishan,0,0
Ethnographic Atlas,Egyptians,Cd2,xd518,Egyptians (Cd2),25,33,egyp1253,Egyptian Arabic,arz,Afro-Asiatic,6,3
Ethnographic Atlas,Yurok,Nb4,xd1101,Yurok (Nb4),41,-124,yuro1248,Yurok,yur,Algic,0,0
Ethnographic Atlas,Cham,Ej11,xd718,Cham (Ej11),11,108,east2563,Eastern Cham,cjm,Austronesian,8,1
Ethnographic Atlas,Somali,Ca2,xd426,Somali (Ca2),8,48,nort3051,Northern Somali,,Afro-Asiatic,1,9
Ethnographic Atlas,Tolupan,Sa16,xd1316,Jicaque (Sa16),15,-87,toll1241,Tol,jic,Jicaquean,7,0
Ethnographic Atlas,Esa,Ca10,xd416,Esa (Ca10),10,43,nort3051,Northern Somali,,Afro-Asiatic,1,9
Ethnographic Atlas,Tobelorese,Ic10,xd760,Tobelorese (Ic10),1,128,tobe1252,Tobelo,tlb,North Halmahera,6,0
Ethnographic Atlas,Chahar,Eb7,xd615,Chahar (Eb7),41,115,peri1253,Peripheral Mongolian,mvf,Mongolic,1,8
Ethnographic Atlas,Bashi,Ae13,xd131,Bashi (Ae13),-2,29,shii1238,Shi,shr,Atlantic-Congo,5,4
Ethnographic Atlas,Shiriana,Sd6,xd1358,Shiriana (Sd6),4,-63,nina1238,Ninam,shb,Yanomamic,0,0
Ethnographic Atlas,Bulgarians,Ch5,xd569,Bulgarians (Ch5),43,24,bulg1262,Bulgarian,bul,Indo-European,8,2
Ethnographic Atlas,Nuer,Aj3,xd406,Nuer (Aj3),8,32,nuer1246,Nuer,nus,Nilotic,4,5
Ethnographic Atlas,Egba,Af32,xd211,Egba (Af32),7,3,egba1238,Egba,,Atlantic-Congo,8,1
Ethnographic Atlas,Nyasa,Ac39,xd65,Nyasa (Ac39),-13,35,mand1423,Manda-Matumba,mgs,Atlantic-Congo,5,1
Ethnographic Atlas,Ekoi,Af18,xd195,Ekoi (Af18),6,8,ejag1239,Ejagham,etu,Atlantic-Congo,7,2
Ethnographic Atlas,Neapolitans,Ce5,xd532,Neapolitians (Ce5),40.89,14.25,neap1235,Continental Southern Italian,nap,Indo-European,8,1
Ethnographic Atlas,Fante,Af42,xd222,Fanti (Af42),6,-1,fant1241,Fante,fat,Atlantic-Congo,7,1
Ethnographic Atlas,Uveans,Ii13,xd879,Uveans (Ii13),-13.28,-176.17,wall1257,Wallisian,wls,Austronesian,6,0
Ethnographic Atlas,Northern Foothill Yokuts,Nc3,xd1129,Yokuts (Nc3),36,-120,nort2937,Northern Foothill Yokuts,,Yokutsan,0,0
Ethnographic Atlas,Ewe,Af36,xd215,Ewe (Af36),7,1,aguu1242,Agu (Ewe),,Atlantic-Congo,6,1
Ethnographic Atlas,Plains Suk,Aj23,xd399,Plains Suk (Aj23),1,36,east2420,East Pokot,,Nilotic,3,6
Ethnographic Atlas,Busama,Ie28,xd805,Busama (Ie28),-6.69,147.26,buga1250,Bugawac,buk,Austronesian,6,1
Ethnographic Atlas,Dakakari,Ah13,xd302,Dakakari (Ah13),12,5,clel1238,C'lela,dri,Atlantic-Congo,6,2
Ethnographic Atlas,Pedi,Ab15,xd16,Pedi (Ab15),-25,30,tswe1238,Tswene,,Atlantic-Congo,6,3
Ethnographic Atlas,Sumbwa,Ad47,xd117,Sumbwa (Ad47),-4,32,sumb1240,Sumbwa,suw,Atlantic-Congo,8,1
Ethnographic Atlas,Cubeo,Se5,xd1369,Cubeo (Se5),1,-71,cube1242,Cubeo,cub,Tucanoan,5,0
Ethnographic Atlas,Kodavas,Eg5,xd681,Coorg (Eg5),12,76,koda1255,Kodava,kfa,Dravidian,6,2
Ethnographic Atlas,Pende,Ac2,xd44,Pende (Ac2),-6,20,phen1239,Phende,pem,Atlantic-Congo,6,2
Ethnographic Atlas,Mari,Ch4,xd568,Cheremis (Ch4),43,46,east2328,Eastern Mari,mhr,Uralic,5,3
Ethnographic Atlas,Santa Clara,Nh26,xd1277,Santa Clara (Nh26),36,-106,sant1421,Santa Clara,,Kiowa-Tanoan,8,1
Ethnographic Atlas,Kiwai,Ie13,xd789,Kiwai (Ie13),-9,143,sout2949,Southern Kiwai,kjd,Kiwaian,5,0
Ethnographic Atlas,Isoko,Af25,xd203,Isoko (Af25),5,6,isok1239,Isoko,iso,Atlantic-Congo,5,1
Ethnographic Atlas,Kulango,Ag35,xd272,Kulango (Ag35),7,-3,boun1243,Bouna Kulango,nku,Atlantic-Congo,6,2
Ethnographic Atlas,Regeibat,Cc1,xd487,Regeibat (Cc1),22,-13,hass1238,Hassaniyya,mey,Afro-Asiatic,2,7
Ethnographic Atlas,Widikum,Ae59,xd181,Eidekum (Ae59),6,10,meta1238,Meta',mgo,Atlantic-Congo,7,1
Ethnographic Atlas,Naskapi,Na5,xd1063,Naskapi (Na5),58,-70,nask1242,Naskapi,nsk,Algic,0,0
Ethnographic Atlas,Konkomba,Ag10,xd245,Konkomba (Ag10),10,0,konk1269,Konkomba,xon,Atlantic-Congo,6,1
Ethnographic Atlas,Ossetians,Ci6,xd582,Osset (Ci6),43,44,osse1243,Ossetian,oss,Indo-European,4,5
Ethnographic Atlas,Bemba,Ac3,xd55,Bemba (Ac3),-11,31,town1238,Town Bemba,,Atlantic-Congo,7,0
Ethnographic Atlas,Tiwi,Id3,xd778,Tiwi (Id3),-11.56,130.81,tiwi1244,Tiwi,tiw,Tiwi,0,0
Ethnographic Atlas,Meru,Ad35,xd104,Meru (Ad35),0,35,meru1245,Meru,mer,Atlantic-Congo,6,3
Ethnographic Atlas,Kunda,Ac37,xd63,Kunda (Ac37),-15,32,kund1255,Chikunda,kdn,Atlantic-Congo,6,0
Ethnographic Atlas,Ottawa,Na40,xd1057,Ottawa (Na40),46,-82,otta1242,Ottawa,otw,Algic,3,0
Ethnographic Atlas,Koryak,Ec5,xd633,Koryak (Ec5),61.99,164.24,kory1246,Koryak,kpy,Chukotko-Kamchatkan,0,3
Ethnographic Atlas,Mambwe,Ac43,xd70,Mambwe (Ac43),9,32,mamb1296,Mambwe-Lungu,mgr,Atlantic-Congo,7,2
Ethnographic Atlas,Southern Pomo,Nc19,xd1117,Southern Pomo (Nc19),38.55,-122.94,sout2984,Southern Pomo,peq,Pomoan,0,0
Ethnographic Atlas,Songola,Ae11,xd129,Songola (Ae11),-4,26,song1300,Songoora,sod,Atlantic-Congo,2,0
Ethnographic Atlas,Koso,Nd31,xd1165,Koso (Nd31),36,-118,pana1305,Panamint,par,Uto-Aztecan,1,0
Ethnographic Atlas,Vedda,Eh4,xd690,Vedda (Eh4),8,81,vedd1240,Veddah,ved,Indo-European,0,0
Ethnographic Atlas,Sherpa,Ee6,xd658,Sherpa (Ee6),28,87,sher1255,Solu-Khumbu Sherpa,xsr,Sino-Tibetan,5,5
Ethnographic Atlas,Japanese,Ed5,xd648,Japanese (Ed5),35,136,nucl1643,Japanese,jpn,Japonic,9,1
Ethnographic Atlas,Moken,Ej6,xd728,Selung (Ej6),11.78,98.28,moke1242,Moken,mwt,Austronesian,0,0
Ethnographic Atlas,Lalia,Ae23,xd142,Lalia (Ae23),-1,23,ngan1302,Ngando-Lalia,nxd,Atlantic-Congo,6,1
Ethnographic Atlas,Huave,Nj6,xd1305,Huave (Nj6),16.22,-95.02,sanm1287,San Mateo del Mar Huave,huv,Huavean,4,1
Ethnographic Atlas,Safwa,Ad17,xd84,Safwa (Ad17),-8,33,safw1238,Safwa,sbk,Atlantic-Congo,6,2
Ethnographic Atlas,Walloons,Cg5,xd545,Walloons (Cg5),50,5,wall1255,Walloon,wln,Indo-European,6,3
Ethnographic Atlas,Lepcha,Ee3,xd655,Lepcha (Ee3),28,89,lepc1244,Lepcha,lep,Sino-Tibetan,6,3
Ethnographic Atlas,Hutsuls,Ch2,xd557,Hutsul (Ch2),49,24,sout2604,Southwest Ukrainian,,Indo-European,4,4
Ethnographic Atlas,Kohistani,Ea4,xd603,Kohistani (Ea4),35,73,indu1241,Indus Kohistani,mvy,Indo-European,4,4
Ethnographic Atlas,San Ildefonso,Nh11,xd1261,Tewa (Nh11),36,-106,sani1273,San Ildefonso,,Kiowa-Tanoan,8,1
Ethnographic Atlas,Ndoro,Ah26,xd316,Ndoro (Ah26),7,11,ndoo1241,Ndoola,ndr,Atlantic-Congo,7,1
Ethnographic Atlas,Maidu,Nc12,xd1110,Maidu (Nc12),40,-121,nort2952,Northeast Maidu,nmu,Maiduan,0,0
Ethnographic Atlas,Kol,Eg8,xd684,Kol (Eg8),22,85,mund1320,Mundari,unr,Austroasiatic,7,2
Ethnographic Atlas,Lolo,Ed2,xd645,Lolo (Ed2),29,103,sich1238,Sichuan Yi,iii,Sino-Tibetan,6,3
Ethnographic Atlas,Wichita,Nf5,xd1239,Wichita (Nf5),34,-98,wich1260,Wichita,wic,Caddoan,5,0
Ethnographic Atlas,Navajo,Nh3,xd1279,Navaho (Nh3),37,-110,nava1243,Navajo,nav,Athapaskan-Eyak-Tlingit,4,3
Ethnographic Atlas,Santee,Ne20,xd1220,Santee (Ne20),45,-94,dako1258,Dakota,dak,Siouan,1,0
Ethnographic Atlas,Klahoose,Nb12,xd1071,Klahuse (Nb12),51,-125,slia1241,Sliammon,,Salishan,0,0
Ethnographic Atlas,Basketo,Ca28,xd435,Basketo (Ca28),6,37,bask1236,Basketo,bst,Ta-Ne-Omotic,7,3
Ethnographic Atlas,Krahn,Af47,xd227,Kran (Af47),6,-8,west2488,Western Krahn,krw,Atlantic-Congo,7,1
Ethnographic Atlas,Tuareg Ahaggar,Cc9,xd506,Tuareg Ahaggar (Cc9),23,6,hogg1238,Hoggar,,Afro-Asiatic,3,5
Ethnographic Atlas,Yir Yoront,Id12,xd775,Yir Yoront (Id12),-15,142,jirj1239,Jir'jorond,yyr,Pama-Nyungan,0,0
Ethnographic Atlas,Konjo,Ad44,xd114,Konjo (Ad44),-1,30,konz1239,Konzo,koo,Atlantic-Congo,5,1
Ethnographic Atlas,Mbundu,Ab5,xd28,Mbundu (Ab5),-12,16,umbu1257,Umbundu,umb,Atlantic-Congo,5,2
Ethnographic Atlas,Kurukh,Ef6,xd668,Oraon (Ef6),23,85,kuru1302,Kurukh,kru,Dravidian,7,2
Ethnographic Atlas,Kru,Af48,xd228,Kru (Af48),5,-9,klao1243,Klao,klu,Atlantic-Congo,6,1
Ethnographic Atlas,Gurma,Ag45,xd283,Gurma (Ag45),12,2,gour1243,Gourmanchéma,gux,Atlantic-Congo,6,2
Ethnographic Atlas,Yapese,If6,xd837,Yapese (If6),9.55,138.13,yape1248,Yapese,yap,Austronesian,5,1
Ethnographic Atlas,Squamish,Nb13,xd1072,Squamish (Nb13),50,-123,squa1248,Squamish,squ,Salishan,0,0
Ethnographic Atlas,Western Mono,Nc23,xd1122,Monachi (Nc23),37,-119,mono1275,Mono (USA),mnr,Uto-Aztecan,0,0
Ethnographic Atlas,Hebrews,Cj3,xd589,Hebrews (Cj3),32,35,hebr1245,Modern Hebrew,heb,Afro-Asiatic,4,3
Ethnographic Atlas,Tahitians,Ij8,xd897,Tahitians (Ij8),-17.71,-149.54,tahi1242,Tahitian,tah,Austronesian,5,1
Ethnographic Atlas,Korongo,Ai38,xd368,Korongo (Ai38),10,30,kron1241,Krongo,kgo,Kadugli-Krongo,6,3
Ethnographic Atlas,Bafia,Ae48,xd169,Bafia (Ae48),5,11,bafi1243,Bafia,ksf,Atlantic-Congo,6,2
Ethnographic Atlas,Koro,Af31,xd210,Koro (Af31),18,8,ashe1269,Ashe,ahs,Atlantic-Congo,7,2
Ethnographic Atlas,Besermyan,ch13,xd550,Besermyan (ch13),58,52,nort2676,North Udmurt,,Uralic,9,1
Ethnographic Atlas,Tangu,Ig21,xd854,Tangu (Ig21),-3.38,153.31,tang1355,Tanggu,tgu,Lower Sepik-Ramu,6,1
Ethnographic Atlas,Hadendowa,Ca43,xd452,Hadendowa (Ca43),18,36,hade1248,Hadendoa,,Afro-Asiatic,2,6
Ethnographic Atlas,Kababish,Cc6,xd503,Kababish (Cc6),17,31,nort3133,North Kordofan Arabic,,Afro-Asiatic,1,8
Ethnographic Atlas,Omaha,Nf3,xd1237,Omaha (Nf3),41,-96,omah1248,Omaha,,Siouan,4,0
Ethnographic Atlas,Chumash,Nc28,xd1127,Chumash (Nc28),34.44,-119.71,cruz1243,Cruzeño,crz,Chumashan,0,0
Ethnographic Atlas,Beraber,Cd7,xd525,Beraber (Cd7),33,-7,cent2194,Central Moroccan Berber,tzm,Afro-Asiatic,5,4
Ethnographic Atlas,Northern Pomo,Nc17,xd1115,Northern Pomo (Nc17),39,-123,nort2966,Northern Pomo,pej,Pomoan,0,0
Ethnographic Atlas,Turu,Ad26,xd94,Turu (Ad26),-5,34,nyat1246,Nyaturu,rim,Atlantic-Congo,5,5
Ethnographic Atlas,Kota,Ae41,xd162,Kota (Ae41),1,14,kota1274,Kota (Gabon),koq,Atlantic-Congo,6,1
Ethnographic Atlas,Rucuyen,Sc14,xd1340,Rucuyen (Sc14),3,-55,waya1269,Wayana,way,Cariban,5,0
Ethnographic Atlas,Kisama,Ab21a,xd23,Kisama (Ab21a),-10,14,sama1300,Sama,smd,Atlantic-Congo,6,1
Ethnographic Atlas,Iwa,Ad15,xd82,Iwa (Ad15),-10,32,nyam1275,Nyamwanga,mwn,Atlantic-Congo,8,1
Ethnographic Atlas,Amarar,Ca35,xd443,Amarar (Ca35),20,36,amar1281,Amara (Beja),,Afro-Asiatic,1,9
Ethnographic Atlas,Picuris,Nh9,xd1285,Picuris (Nh9),36,-106,nort1550,Taos Northern Tiwa,twf,Kiowa-Tanoan,7,1
Ethnographic Atlas,Kuki,Ei20,xd708,Kuki (Ei20),23,92,lush1249,Mizo,lus,Sino-Tibetan,7,2
Ethnographic Atlas,Marquesans,Ij3,xd892,Marquesans (Ij3),-8.9,-140.08,nort2845,North Marquesan,mrq,Austronesian,5,1
Ethnographic Atlas,Koiari,Ie24,xd801,Koiari (Ie24),-9,148,gras1249,Grass Koiari,kbk,Koiarian,6,1
Ethnographic Atlas,Ekonda,Ae20,xd139,Ekonda (Ae20),-2,18,ekon1238,Ekonda Mongo,,Atlantic-Congo,5,1
Ethnographic Atlas,Paraujano,Sb5,xd1330,Paraujano (Sb5),11,-72,para1316,Paraujano,pbg,Arawakan,0,0
Ethnographic Atlas,Yanomami,Sd9,xd1361,Yanomamo (Sd9),2,-65,yano1261,Yanomamö,guu,Yanomamic,9,0
Ethnographic Atlas,Pukapukans,Ii3,xd882,Pukapukans (Ii3),-10.89,-165.84,puka1242,Pukapuka,pkp,Austronesian,5,1
Ethnographic Atlas,Konso,Ca1,xd415,Konso (Ca1),6,37,kons1243,Konso,kxc,Afro-Asiatic,8,2
Ethnographic Atlas,Taqagmiut,Na44,xd1061,Taqagmiut (Na44),62,-76,queb1248,Quebec Eskimo,,Eskimo-Aleut,0,0
Ethnographic Atlas,Kukuruku,Af26,xd204,Kukuruku (Af26),7,6,yekh1238,Yekhee,ets,Atlantic-Congo,7,1
Ethnographic Atlas,Santa Cruz Islanders,Ih9,xd875,Santa Cruz (Ih9),-10.73,165.85,natu1246,Natügu,ntu,Austronesian,5,1
Ethnographic Atlas,Attie,Af41,xd221,Attie (Af41),6,-4,atti1239,Attié,ati,Atlantic-Congo,8,1
Ethnographic Atlas,Kosraeans,If11,xd826,Kusaians (If11),5.31,162.98,kosr1238,Kosraean,kos,Austronesian,5,1
Ethnographic Atlas,Munduruku,Sd1,xd1353,Mundurucu (Sd1),-6,-58,mund1330,Mundurukú,myu,Tupian,4,0
Ethnographic Atlas,Tenino,Nd1,xd1141,Tenino (Nd1),45,-121,teni1238,Tenino,tqn,Sahaptian,0,0
Ethnographic Atlas,Nambikwara,Si4,xd1401,Nambicura (Si4),-12,-59,sout2994,Southern Nambikuára,nab,Nambiquaran,2,0
Ethnographic Atlas,Moba,Ag50,xd289,Moba (Ag50),11,1,moba1244,Moba,mfq,Atlantic-Congo,7,2
Ethnographic Atlas,Klamath,Nc8,xd1139,Klamath (Nc8),43,-122,klam1254,Klamath-Modoc,kla,Klamath-Modoc,0,0
Ethnographic Atlas,Sumbawanese,Ic12,xd762,Sumbawanese (Ic12),-8.63,117.27,sumb1241,Sumbawa,smw,Austronesian,7,1
Ethnographic Atlas,Western Apache,Nh17,xd1267,Western Apache (Nh17),34,-110,west2615,Western Apache,apw,Athapaskan-Eyak-Tlingit,3,0
Ethnographic Atlas,Koko,Ae53,xd175,Koko (Ae53),4,11,bako1249,Bakoko,bkh,Atlantic-Congo,6,1
Ethnographic Atlas,Lakalai,Ig7,xd859,Lakalai (Ig7),-5.5,150.81,naka1262,Nakanai,nak,Austronesian,4,1
Ethnographic Atlas,Kuku,Aj15,xd390,Kuku (Aj15),4,32,kuku1285,Kuku,,Nilotic,6,3
Ethnographic Atlas,Klikitat,Nd17,xd1149,Klikitat (Nd17),46,-122,nucl1237,Nuclear Yakima,,Sahaptian,0,0
Ethnographic Atlas,Banyang,Af16,xd193,Banyang (Af16),6,9,keny1279,Kenyang,ken,Atlantic-Congo,7,1
Ethnographic Atlas,Kuikuru,Si10,xd1398,Kuikuru (Si10),-13,-54,kuik1246,Kuikúro-Kalapálo,kui,Cariban,7,0
Ethnographic Atlas,Lobi,Ag11,xd246,Lobi (Ag11),10,-4,lobi1245,Lobi,lob,Atlantic-Congo,6,1
Ethnographic Atlas,Marshallese,If17,xd832,Marshallese (If17),6.28,169.49,rata1243,Ratak,,Austronesian,4,0
Ethnographic Atlas,Kpelle,Af15,xd192,Kpelle (Af15),7,-9,libe1247,Liberia Kpelle,xpe,Mande,6,1
Ethnographic Atlas,Habbaniya,Cb13,xd462,Habbania (Cb13),11,25,nort3133,North Kordofan Arabic,,Afro-Asiatic,2,5
Ethnographic Atlas,Teita,Ad37,xd106,Teita (Ad37),-4,39,tait1250,Taita,dav,Atlantic-Congo,6,3
Ethnographic Atlas,Kotoko,Ai18,xd346,Kotoko (Ai18),12,15,lagw1237,Lagwan,kot,Afro-Asiatic,4,2
Ethnographic Atlas,Lowiili,Ag36,xd273,Lowiili (Ag36),11,-3,malb1235,Malba Birifor,bfo,Atlantic-Congo,7,2
Ethnographic Atlas,Yungur,Ah33,xd324,Yungur (Ah33),10,12,voro1240,Voro,vor,Atlantic-Congo,6,3
Ethnographic Atlas,Koita,Ie20,xd797,Koita (Ie20),-9,147,koit1244,Koitabu,kqi,Koiarian,5,1
Ethnographic Atlas,Ubamer,Ca26,xd433,Ubamer (Ca26),6,37,aari1239,Aari,aiw,South Omotic,8,2
Ethnographic Atlas,Luvale,Ac11,xd35,Luvale (Ac11),-12,22,luva1239,Luvale,lue,Atlantic-Congo,6,0
Ethnographic Atlas,Acoma,Nh13,xd1263,Acoma (Nh13),35,-108,acom1246,Acoma,,Keresan,7,1
Ethnographic Atlas,Koya,Eg11,xd674,Koya (Eg11),19,78,koya1251,Koya,kff,Dravidian,7,2
Ethnographic Atlas,"Yolngu, Dhuwal",Id2,xd777,Murngin (Id2),-12.48,135.96,dhuw1249,Dhuwal,duj,Pama-Nyungan,0,0
Ethnographic Atlas,Kuba,Ac4,xd66,Kuba (Ac4),-5,22,bush1247,Bushoong,buf,Atlantic-Congo,6,1
Ethnographic Atlas,Montagnais,Na32,xd1048,Montagnais (Na32),48,-72,mont1268,Montagnais,moe,Algic,0,0
Ethnographic Atlas,Mangaians,Ij1,xd889,Mangaians (Ij1),-21.93,-157.91,raro1241,Rarotongan,rar,Austronesian,6,0
